Q70,1-Jan,QID10,1-Nov,QID50,6,QID30,1-Jul,QID34,1-Aug,QID38,14,QID62,1-Dec,QID54,26,QID110,13-1,QID58,15-1,QID66,20-1,QID86,25-1,QID106,27-1,QID114,SC0,SC9,uid,phase,task,t
1012,Different,I think so,Same,I'm guessing,Different,I'm totally sure,Same,I'm guessing,Different,I'm totally sure,Same,I think so,Same,I'm guessing,Different,I think so,Different,I'm guessing,Different,I think so,Same,I think so,Same,I'm guessing,Same,I think so,10,10,,,,1
1013,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I'm totally sure,Different,I'm guessing,Different,I think so,Same,I'm guessing,Same,I think so,Same,I'm totally sure,Different,I think so,Same,I think so,7,7,,,,1
1014,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,8,8,,,,1
1015,Different,I think so,Same,I'm totally sure,Different,I'm guessing,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,10,10,,,,1
1016,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I'm totally sure,Same,I think so,Different,I think so,Different,I think so,Different,I'm guessing,Different,I think so,Same,I'm totally sure,Different,I'm guessing,Same,I think so,5,5,,,,1
1017,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,7,7,,,,1
1018,Different,I'm totally sure,Same,I'm guessing,Different,I'm totally sure,Different,I think so,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I'm totally sure,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I'm totally sure,8,8,,,,1
1019,Different,I think so,Same,I think so,Different,I'm guessing,Same,I think so,Different,I'm guessing,Same,I think so,Different,I'm guessing,Same,I think so,Same,I'm guessing,Different,I think so,Same,I'm guessing,Different,I'm guessing,Different,I think so,11,11,,,,1
1020,Different,I think so,Same,I'm guessing,Same,I think so,Same,I think so,Same,I'm guessing,Same,I'm totally sure,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I'm totally sure,Same,I'm totally sure,Different,I think so,10,10,,,,1
1021,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I'm totally sure,6,6,,,,1
1022,Different,I'm guessing,Same,I think so,Different,I'm guessing,Same,I think so,Different,I'm totally sure,Different,I think so,Different,I'm guessing,Different,I'm guessing,Same,I think so,Different,I think so,Same,I'm guessing,Same,I think so,Same,I think so,9,9,,,,1
"{""ImportId"":""QID683_TEXT""}","{""ImportId"":""QID118""}","{""ImportId"":""QID119""}","{""ImportId"":""QID158""}","{""ImportId"":""QID159""}","{""ImportId"":""QID138""}","{""ImportId"":""QID139""}","{""ImportId"":""QID142""}","{""ImportId"":""QID143""}","{""ImportId"":""QID146""}","{""ImportId"":""QID147""}","{""ImportId"":""QID170""}","{""ImportId"":""QID171""}","{""ImportId"":""QID162""}","{""ImportId"":""QID163""}","{""ImportId"":""QID218""}","{""ImportId"":""QID219""}","{""ImportId"":""QID166""}","{""ImportId"":""QID167""}","{""ImportId"":""QID174""}","{""ImportId"":""QID175""}","{""ImportId"":""QID194""}","{""ImportId"":""QID195""}","{""ImportId"":""QID214""}","{""ImportId"":""QID215""}","{""ImportId"":""QID222""}","{""ImportId"":""QID223""}","{""ImportId"":""SC1""}","{""ImportId"":""SC10""}","{""ImportId"":""uid""}","{""ImportId"":""phase""}","{""ImportId"":""task""}","{""ImportId"":""t""}"
Experimenter type in participant number.,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,"Was the second tune the same melody as the first, despite being played at a different pitch?",How sure are you about this answer?,Grade,gmsi_mem,uid,phase,task,t
