Q70,1-Jan,QID10,1-Nov,QID50,6,QID30,1-Jul,QID34,1-Aug,QID38,14,QID62,1-Dec,QID54,26,QID110,13-1,QID58,15-1,QID66,20-1,QID86,25-1,QID106,27-1,QID114,SC0,SC9,uid,phase,task,t
914,Different,I think so,Same,I think so,Same,I think so,Same,I'm guessing,Different,I'm totally sure,Same,I'm totally sure,Same,I think so,Same,I'm totally sure,Same,I think so,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,11,11,,,,1
915,Different,I'm totally sure,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Different,I think so,Different,I'm totally sure,8,8,,,,1
916,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I think so,Same,I'm totally sure,Same,I think so,8,8,,,,1
917,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Same,I think so,Same,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I think so,6,6,,,,1
918,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I'm guessing,7,7,,,,1
919,Different,I think so,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I think so,Same,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I'm guessing,Same,I'm totally sure,Same,I'm totally sure,9,9,,,,1
920,Different,I think so,Same,I think so,Same,I think so,Same,I'm totally sure,Different,I'm totally sure,Same,I think so,Same,I'm totally sure,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I'm totally sure,11,11,,,,1
921,Different,I think so,Different,I think so,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I'm totally sure,Same,I think so,Different,I think so,Different,I think so,9,9,,,,1
922,Different,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Different,I think so,Different,I think so,Same,I'm totally sure,Same,I'm totally sure,Same,I think so,Same,I'm totally sure,Same,I think so,Different,I think so,Same,I'm totally sure,8,8,,,,1
923,Different,I think so,Different,I'm totally sure,Different,I think so,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I'm guessing,Same,I'm totally sure,Different,I think so,10,10,,,,1
924,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I'm guessing,Same,I think so,Different,I'm guessing,Same,I think so,Different,I think so,Different,I'm totally sure,Same,I'm guessing,Different,I think so,Same,I'm totally sure,7,7,,,,1
925,Different,I think so,Same,I'm totally sure,Different,I think so,Same,I'm totally sure,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Different,I think so,Different,I'm totally sure,Same,I think so,Same,I'm totally sure,Different,I think so,10,10,,,,1
926,Different,I'm totally sure,Same,I'm totally sure,Different,I think so,Different,I think so,Different,I think so,Different,I'm totally sure,Same,I'm totally sure,Different,I think so,Different,I think so,Different,I'm totally sure,Same,I think so,Same,I think so,Different,I think so,9,9,,,,1
927,Different,I'm guessing,Different,I'm guessing,Same,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Same,I'm totally sure,Different,I'm guessing,Same,I think so,Different,I think so,Same,I'm totally sure,Different,I'm guessing,Different,I'm guessing,8,8,,,,1
928,Different,I think so,Same,I'm guessing,Same,I'm totally sure,Different,I'm guessing,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,7,7,,,,1
929,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,7,7,,,,1
930,Different,I think so,Different,I think so,Different,I'm guessing,Same,I'm guessing,Different,I'm guessing,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I'm guessing,Same,I think so,Same,I think so,Different,I think so,10,10,,,,1
931,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,7,7,,,,1
932,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I'm totally sure,Different,I think so,7,7,,,,1
933,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I think so,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Different,I think so,5,5,,,,1
934,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I'm totally sure,Different,I think so,Same,I think so,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I think so,Same,I think so,6,6,,,,1
935,Different,I'm guessing,Same,I'm totally sure,Different,I'm guessing,Different,I'm guessing,Different,I'm totally sure,Same,I'm guessing,Same,I think so,Same,I'm guessing,Different,I'm guessing,Different,I think so,Same,I think so,Same,I think so,Same,I'm guessing,10,10,,,,1
936,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,6,6,,,,1
937,Different,I'm totally sure,Different,I'm guessing,Same,I think so,Different,I think so,Different,I'm totally sure,Different,I think so,Same,I'm guessing,Same,I think so,Same,I'm totally sure,Same,I think so,Different,I think so,Same,I think so,Different,I'm totally sure,7,7,,,,1
938,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I'm totally sure,Different,I think so,Same,I think so,Different,I'm guessing,Same,I think so,Same,I think so,Same,I think so,Same,I'm totally sure,8,8,,,,1
939,Different,I think so,Same,I think so,Different,I think so,Different,I'm totally sure,Different,I think so,Same,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I think so,Same,I think so,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,7,7,,,,1
939,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I'm totally sure,Same,I think so,Different,I think so,Different,I'm totally sure,Different,I think so,Different,I think so,Different,I think so,Different,I think so,Different,I think so,7,7,,,,1
940,Different,I think so,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,5,5,,,,1
941,Different,I'm totally sure,Same,I'm totally sure,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I'm totally sure,Different,I'm guessing,Same,I'm totally sure,Same,I think so,Same,I think so,10,10,,,,1
942,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I think so,Same,I think so,Same,I'm totally sure,7,7,,,,1
943,Same,I think so,Same,I'm totally sure,Different,I think so,Same,I'm totally sure,Different,I'm guessing,Same,I think so,Same,I think so,Different,I'm guessing,Different,I think so,Different,I'm guessing,Same,I think so,Different,I think so,Same,I'm totally sure,8,8,,,,1
945,Different,I think so,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,Same,I think so,Same,I'm totally sure,Different,I'm guessing,Same,I think so,Different,I think so,Different,I'm totally sure,Same,I think so,Same,I'm totally sure,Different,I'm guessing,10,10,,,,1
946,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I think so,Same,I think so,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I think so,Same,I'm totally sure,Same,I think so,10,10,,,,1
947,Different,I think so,Different,I'm guessing,Same,I'm guessing,Different,I think so,Different,I think so,Different,I think so,Different,I'm totally sure,Different,I'm guessing,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,4,4,,,,1
948,Different,I think so,Different,I think so,Different,I think so,Different,I'm guessing,Different,I'm totally sure,Same,I think so,Different,I'm guessing,Same,I think so,Different,I think so,Different,I'm totally sure,Different,I'm guessing,Different,I'm guessing,Same,I think so,6,6,,,,1
949,Different,I think so,Same,I'm totally sure,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I'm totally sure,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I'm totally sure,Same,I'm totally sure,7,7,,,,1
950,Different,I think so,Same,I'm guessing,Different,I'm guessing,Same,I think so,Different,I think so,Same,I think so,Different,I'm guessing,Different,I'm guessing,Different,I'm guessing,Different,I'm guessing,Same,I think so,Same,I'm guessing,Different,I'm guessing,10,10,,,,1
951,Different,I think so,Same,I think so,Different,I think so,Same,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I think so,Different,I'm guessing,Same,I think so,Same,I'm totally sure,Different,I think so,Same,I'm totally sure,Different,I think so,7,7,,,,1
952,Different,I'm totally sure,Different,I'm totally sure,Different,I think so,Different,I think so,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I think so,Different,I'm totally sure,8,8,,,,1
953,Same,I'm guessing,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I'm guessing,Same,I'm totally sure,Same,I think so,Same,I think so,9,9,,,,1
954,Different,I'm guessing,Different,I'm guessing,Same,I'm totally sure,Different,I think so,Same,I think so,Different,I'm totally sure,Same,I think so,Same,I think so,Same,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I think so,Same,I'm totally sure,5,5,,,,1
955,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Different,I think so,10,10,,,,1
956,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I'm guessing,9,9,,,,1
957,Different,I'm totally sure,Different,I think so,Different,I think so,Same,I'm totally sure,Same,I'm guessing,Same,I think so,Same,I think so,Different,I'm totally sure,Same,I'm guessing,Same,I think so,Same,I think so,Same,I'm guessing,Different,I think so,9,9,,,,1
958,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,11,11,,,,1
959,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I'm totally sure,Different,I think so,Different,I think so,Different,I'm totally sure,Different,I think so,Different,I'm totally sure,Same,I think so,Same,I'm totally sure,Same,I think so,6,6,,,,1
960,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I think so,Same,I think so,Different,I'm guessing,Different,I think so,Different,I'm guessing,Different,I'm totally sure,10,10,,,,1
961,Same,I'm totally sure,Different,I'm guessing,Different,I think so,Same,I'm totally sure,Same,I'm totally sure,Same,I'm guessing,Different,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,6,6,,,,1
962,Different,I'm totally sure,Same,I think so,Same,I'm guessing,Different,I'm totally sure,Same,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Different,I'm guessing,Different,I think so,Same,I'm totally sure,Same,I'm totally sure,Different,I think so,9,9,,,,1
963,Different,I'm totally sure,Same,I'm totally sure,Different,I think so,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I think so,Same,I'm totally sure,Same,I'm totally sure,Different,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,11,11,,,,1
964,Different,I'm totally sure,Same,I think so,Same,I think so,Same,I'm totally sure,Different,I think so,Different,I'm totally sure,Same,I think so,Same,I'm guessing,Same,I think so,Different,I think so,Different,I think so,Same,I'm totally sure,Different,I'm totally sure,10,10,,,,1
965,Different,I'm totally sure,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I'm totally sure,Same,I'm guessing,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Different,I'm guessing,8,8,,,,1
966,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,12,12,,,,1
967,Different,I think so,Same,I'm guessing,Same,I'm guessing,Different,I'm guessing,Same,I'm guessing,Same,I think so,Same,I'm guessing,Same,I'm guessing,Same,I'm totally sure,Different,I'm guessing,Same,I'm guessing,Different,I'm guessing,Different,I'm guessing,9,9,,,,1
968,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,7,7,,,,1
969,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I think so,9,9,,,,1
970,Same,I'm totally sure,Different,I think so,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Same,I think so,7,7,,,,1
971,Different,I think so,Same,I think so,Different,I think so,Same,I'm totally sure,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I'm totally sure,Different,I think so,Same,I think so,Same,I think so,10,10,,,,1
1001,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,6,6,,,,1
1002,Same,I'm guessing,Different,I'm guessing,Same,I think so,Different,I think so,Different,I'm guessing,Different,I think so,Different,I think so,Same,I think so,Different,I'm guessing,Same,I think so,Same,I think so,Same,I think so,Same,I think so,4,4,,,,1
1003,Different,I'm totally sure,Same,I think so,Different,I think so,Different,I think so,Same,I'm totally sure,Same,I think so,Same,I'm totally sure,Same,I'm totally sure,Different,I'm guessing,Same,I think so,Different,I'm totally sure,Same,I think so,Same,I think so,7,7,,,,1
1004,Same,I think so,Same,I'm guessing,Same,I think so,Different,I think so,Same,I'm guessing,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,6,6,,,,1
1005,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,8,8,,,,1
1006,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I'm guessing,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,7,7,,,,1
1007,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,10,10,,,,1
1008,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I'm guessing,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,9,9,,,,1
1009,Same,I'm totally sure,Different,I think so,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I think so,Same,I think so,Different,I'm totally sure,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I'm totally sure,6,6,,,,1
1010,Different,I'm totally sure,Different,I think so,Different,I think so,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I think so,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I think so,Different,I'm totally sure,Same,I think so,5,5,,,,1
1011,Different,I'm totally sure,Same,I think so,Same,I'm guessing,Same,I'm totally sure,Different,I'm guessing,Different,I think so,Different,I think so,Different,I'm totally sure,Same,I'm totally sure,Same,I think so,Same,I'm guessing,Different,I'm guessing,Different,I think so,7,7,,,,1
1012,Different,I think so,Same,I'm guessing,Different,I'm totally sure,Same,I'm guessing,Different,I'm totally sure,Same,I think so,Same,I'm guessing,Different,I think so,Different,I'm guessing,Different,I think so,Same,I think so,Same,I'm guessing,Same,I think so,10,10,,,,1
1013,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I'm totally sure,Different,I'm guessing,Different,I think so,Same,I'm guessing,Same,I think so,Same,I'm totally sure,Different,I think so,Same,I think so,7,7,,,,1
1014,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,8,8,,,,1
1015,Different,I think so,Same,I'm totally sure,Different,I'm guessing,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,10,10,,,,1
1016,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I'm totally sure,Same,I think so,Different,I think so,Different,I think so,Different,I'm guessing,Different,I think so,Same,I'm totally sure,Different,I'm guessing,Same,I think so,5,5,,,,1
1017,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,7,7,,,,1
1018,Different,I'm totally sure,Same,I'm guessing,Different,I'm totally sure,Different,I think so,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I'm totally sure,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I'm totally sure,8,8,,,,1
1019,Different,I think so,Same,I think so,Different,I'm guessing,Same,I think so,Different,I'm guessing,Same,I think so,Different,I'm guessing,Same,I think so,Same,I'm guessing,Different,I think so,Same,I'm guessing,Different,I'm guessing,Different,I think so,11,11,,,,1
1020,Different,I think so,Same,I'm guessing,Same,I think so,Same,I think so,Same,I'm guessing,Same,I'm totally sure,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I'm totally sure,Same,I'm totally sure,Different,I think so,10,10,,,,1
1021,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I'm totally sure,6,6,,,,1
1022,Different,I'm guessing,Same,I think so,Different,I'm guessing,Same,I think so,Different,I'm totally sure,Different,I think so,Different,I'm guessing,Different,I'm guessing,Same,I think so,Different,I think so,Same,I'm guessing,Same,I think so,Same,I think so,9,9,,,,1
1023,Different,I'm totally sure,Different,I'm totally sure,Different,I think so,Different,I think so,Same,I think so,Different,I'm totally sure,Different,I think so,Different,I'm totally sure,Different,I think so,Different,I think so,Same,I'm guessing,Different,I'm totally sure,Same,I think so,4,4,,,,1
1024,Different,I'm guessing,Same,I think so,Same,I think so,Different,I think so,Different,I'm guessing,Same,I'm totally sure,Same,I think so,Same,I think so,Same,I'm guessing,Same,I think so,Different,I think so,Same,I think so,Same,I think so,8,8,,,,1
1025,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Different,I think so,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,Different,I think so,Different,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Different,I think so,6,6,,,,1
1026,Same,I'm totally sure,Same,I'm totally sure,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I'm totally sure,Different,I think so,Same,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,9,9,,,,1
1027,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I'm totally sure,9,9,,,,1
1028,Different,I think so,Same,I think so,Different,I'm guessing,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I'm guessing,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,11,11,,,,1
1029,Same,I think so,Different,I'm totally sure,Different,I think so,Same,I think so,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Same,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I think so,Same,I think so,6,6,,,,1
1030,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I think so,Same,I think so,Same,I'm totally sure,Different,I think so,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I'm totally sure,Different,I'm totally sure,10,10,,,,1
1031,Same,I'm guessing,Same,I think so,Different,I think so,Same,I'm guessing,Same,I think so,Same,I'm guessing,Same,I think so,Same,I'm totally sure,Same,I'm guessing,Same,I think so,Different,I'm totally sure,Same,I think so,Same,I think so,8,8,,,,1
1032,Different,I think so,Same,I'm totally sure,Different,I'm totally sure,Different,I think so,Different,I'm totally sure,Different,I'm totally sure,Different,I'm totally sure,Same,I'm totally sure,Same,I think so,Same,I'm totally sure,Same,I'm guessing,Same,I'm totally sure,Different,I'm totally sure,9,9,,,,1
1033,Different,I think so,Same,I think so,Different,I'm guessing,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I'm guessing,Different,I'm totally sure,Same,I think so,Same,I think so,Different,I think so,11,11,,,,1
1034,Different,I think so,Same,I think so,Different,I'm guessing,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Same,I'm totally sure,Different,I'm guessing,Different,I'm totally sure,Same,I think so,Same,I think so,Different,I'm totally sure,12,12,,,,1
1035,Same,I think so,Same,I think so,Different,I'm totally sure,Same,I think so,Same,I think so,Different,I think so,Different,I'm totally sure,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,7,7,,,,1
1036,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Different,I'm totally sure,Same,I'm guessing,Same,I think so,Same,I'm totally sure,8,8,,,,1
1037,Different,I'm guessing,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I'm guessing,8,8,,,,1
1038,Same,I think so,Different,I think so,Different,I think so,Same,I'm guessing,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Same,I'm guessing,Same,I think so,Different,I think so,Same,I think so,Same,I'm guessing,8,8,,,,1
1039,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Different,I think so,Different,I think so,8,8,,,,1
1040,Different,I'm totally sure,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Same,I'm totally sure,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I'm totally sure,Same,I think so,Different,I'm totally sure,13,13,,,,1
1041,Same,I think so,Different,I'm guessing,Different,I'm guessing,Same,I think so,Same,I'm guessing,Same,I'm guessing,Different,I'm guessing,Different,I'm guessing,Same,I'm guessing,Different,I think so,Same,I'm guessing,Different,I'm guessing,Different,I'm guessing,7,7,,,,1
1042,Different,I think so,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I'm totally sure,Same,I think so,Same,I'm totally sure,Same,I think so,9,9,,,,1
1043,Different,I'm totally sure,Same,I think so,Different,I think so,Same,I'm totally sure,Different,I think so,Same,I'm totally sure,Different,I think so,Different,I'm totally sure,Same,I think so,Different,I think so,Same,I think so,Different,I think so,Same,I think so,9,9,,,,1
1044,Same,I think so,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I'm guessing,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,9,9,,,,1
1045,Different,I think so,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I think so,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I'm totally sure,Different,I think so,Different,I think so,Different,I'm totally sure,Same,I think so,6,6,,,,1
1046,Different,I'm totally sure,Same,I'm totally sure,Different,I think so,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Same,I think so,Different,I think so,11,11,,,,1
1047,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I think so,Same,I'm totally sure,Different,I think so,Same,I'm totally sure,Different,I'm totally sure,Different,I think so,Different,I'm guessing,Different,I think so,10,10,,,,1
1048,Different,I'm totally sure,Same,I think so,Different,I think so,Different,I'm guessing,Different,I'm totally sure,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Same,I think so,Different,I think so,10,10,,,,1
1049,Different,I'm totally sure,Different,I'm totally sure,Different,I think so,Same,I think so,Different,I think so,Different,I'm totally sure,Same,I'm totally sure,Different,I think so,Different,I'm guessing,Different,I'm totally sure,Same,I think so,Same,I think so,Same,I'm totally sure,8,8,,,,1
1050,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I think so,Different,I'm guessing,Same,I'm totally sure,Same,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I think so,Same,I think so,Same,I'm totally sure,Different,I think so,12,12,,,,1
1051,Different,I think so,Same,I'm totally sure,Same,I'm totally sure,Different,I'm guessing,Same,I'm guessing,Same,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I think so,Same,I think so,Different,I think so,Same,I think so,Same,I think so,6,6,,,,1
1052,Different,I'm totally sure,Same,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Different,I'm totally sure,Same,I think so,Different,I'm totally sure,Same,I'm totally sure,Different,I think so,Same,I'm totally sure,Different,I think so,Different,I'm totally sure,10,10,,,,1
1053,Same,I think so,Same,I think so,Different,I think so,Different,I think so,Different,I'm totally sure,Different,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Same,I think so,Same,I'm totally sure,Same,I think so,Same,I think so,8,8,,,,1
1054,Different,I think so,Different,I think so,Different,I think so,Same,I think so,Different,I'm guessing,Same,I'm totally sure,Same,I think so,Different,I think so,Same,I'm guessing,Different,I think so,Different,I think so,Different,I think so,Same,I'm totally sure,8,8,,,,1
1055,Different,I think so,Same,I'm totally sure,Same,I'm totally sure,Same,I think so,Different,I think so,Same,I'm totally sure,Same,I think so,Same,I'm totally sure,Same,I think so,Different,I think so,Same,I think so,Same,I think so,Same,I think so,11,11,,,,1
