StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q602,8b_0_GROUP,8b_1_GROUP,8b_2_GROUP,8b_3_GROUP,8b_0_1_RANK,8b_0_2_RANK,8b_0_3_RANK,8b_0_4_RANK,8b_0_5_RANK,8b_0_6_RANK,8b_0_7_RANK,8b_0_8_RANK,8b_0_9_RANK,8b_0_10_RANK,8b_0_11_RANK,8b_0_12_RANK,8b_0_13_RANK,8b_0_14_RANK,8b_0_15_RANK,8b_0_16_RANK,8b_1_1_RANK,8b_1_2_RANK,8b_1_3_RANK,8b_1_4_RANK,8b_1_5_RANK,8b_1_6_RANK,8b_1_7_RANK,8b_1_8_RANK,8b_1_9_RANK,8b_1_10_RANK,8b_1_11_RANK,8b_1_12_RANK,8b_1_13_RANK,8b_1_14_RANK,8b_1_15_RANK,8b_1_16_RANK,8b_2_1_RANK,8b_2_2_RANK,8b_2_3_RANK,8b_2_4_RANK,8b_2_5_RANK,8b_2_6_RANK,8b_2_7_RANK,8b_2_8_RANK,8b_2_9_RANK,8b_2_10_RANK,8b_2_11_RANK,8b_2_12_RANK,8b_2_13_RANK,8b_2_14_RANK,8b_2_15_RANK,8b_2_16_RANK,8b_3_1_RANK,8b_3_2_RANK,8b_3_3_RANK,8b_3_4_RANK,8b_3_5_RANK,8b_3_6_RANK,8b_3_7_RANK,8b_3_8_RANK,8b_3_9_RANK,8b_3_10_RANK,8b_3_11_RANK,8b_3_12_RANK,8b_3_13_RANK,8b_3_14_RANK,8b_3_15_RANK,8b_3_16_RANK,t
10/9/17 13:46,10/9/17 13:50,IP Address,130.39.235.60,100,199,TRUE,10/9/17 13:50,R_31ddXuEHyj9xqb5,,,,,30.40499878,-91.1867981,anonymous,EN,705,",,,"," ,,,",",,,",",,,",,,,,4,,,,,,2,,,,3,1,,4,,,,3,,,,1,,,,2,,,,,,4,,,,3,1,,,,2,,,,3,,1,,,,4,,,,,2,,,,,1
10/10/17 14:35,10/10/17 14:39,IP Address,130.39.235.72,100,245,TRUE,10/10/17 14:39,R_1g09V8rPT6fvfMc,,,,,30.40499878,-91.1867981,anonymous,EN,706,",,,",",,,",",,,",",, ,",,,,,1,,,,,,2,4,,,,3,,,3,,,2,,,,,,,,1,4,,,,,4,,,,2,3,,,,1,,,,2,4,,,,,1,,,3,,,,,,,1
10/10/17 14:37,10/10/17 14:41,IP Address,130.39.235.60,100,276,TRUE,10/10/17 14:41,R_2VrsH0ZySlTQzmH,,,,,30.40499878,-91.1867981,anonymous,EN,707,",,,"," ,,,",",,,",",,,",,,4,,,,,3,,,2,,,,,1,,4,,,,2,,,,1,,,,3,,,,,,3,,,4,,1,,,,2,,,,1,,,,3,,,,,,,4,,,2,,1
10/11/17 13:08,10/11/17 13:12,IP Address,130.39.235.72,100,234,TRUE,10/11/17 13:12,R_27dG4Yf43ImyirU,,,,,30.40499878,-91.1867981,anonymous,EN,708,",,,",", ,,",",,,",",,,",,,,,1,,,,,,3,,,,4,2,,,,,,,,,4,2,,3,1,,,,,1,4,,,3,,,,,,,,2,,,1,,,4,,,2,3,,,,,,,,,1
10/11/17 17:57,10/11/17 18:05,IP Address,130.39.235.72,100,507,TRUE,10/11/17 18:05,R_3L6adnheqCiDYsN,,,,,30.40499878,-91.1867981,anonymous,EN,709,",,,",",, ,",",,,",",,,",1,,3,,,,,2,,,,,,4,,,,4,,,2,,,,,3,,,,,1,,,,,1,,3,,,4,,,,2,,,,,,,,,,4,,,,2,3,,,,1,1
10/11/17 18:00,10/11/17 18:04,IP Address,130.39.235.117,100,200,TRUE,10/11/17 18:04,R_phEtPXWagDRcjkt,,,,,30.40499878,-91.1867981,anonymous,EN,710,",,,",",,,",",,, ",",,,",,,,,,,1,4,2,,,,3,,,,1,,,2,3,,,,,,,,,,4,,,,3,,,,,,,4,1,,,,,2,,3,,,,4,,,,,,2,,1,,,1
10/12/17 17:46,10/12/17 17:51,IP Address,130.39.235.117,100,304,TRUE,10/12/17 17:51,R_1pmNX6WQKhuXgXQ,,,,,30.40499878,-91.1867981,anonymous,EN,711,",,,",",,,"," ,,,",",,,",,,,4,,,1,,2,,,,3,,,,3,,,,,,,4,,,,2,,,1,,,4,,,,3,,,,1,,,,2,,,,,4,,2,,,,,,3,,,,,1,1
10/12/17 17:55,10/12/17 17:59,IP Address,130.39.235.72,100,226,TRUE,10/12/17 17:59,R_3kERjSdAs14eaY0,,,,,30.40499878,-91.1867981,anonymous,EN,712,",,,",",,,",", ,,",",,,",2,,,,3,,,,,,1,,,,,4,,1,,,,2,,,,,,,,3,4,,,,3,,,,4,,,2,,1,,,,,,,,3,,,,1,2,,,,4,,,,1
10/13/17 12:44,10/13/17 12:47,IP Address,130.39.235.117,100,190,TRUE,10/13/17 12:47,R_1eKPGOouccCFbA5,,,,,30.40499878,-91.1867981,anonymous,EN,713,",,,",",,,",",,, ",",,,",,,,,1,,,,,,4,,,,3,2,2,,3,,,,,1,,,,,,4,,,,2,,,,1,,,,4,,3,,,,,,,,3,,,4,,1,,,,2,,,,1
10/13/17 12:44,10/13/17 12:49,IP Address,130.39.235.72,100,266,TRUE,10/13/17 12:49,R_2R2EnoqMBhEXnj5,,,,,30.40499878,-91.1867981,anonymous,EN,714,",,,",",,,",",,,",", ,,",,4,,,2,,,,,,,,,,3,1,,,,2,,,,1,3,,,,4,,,,,,1,,,,3,,,,4,,,2,,,3,,,,,4,,,,2,,1,,,,,1
10/16/17 13:38,10/16/17 13:43,IP Address,130.39.235.72,100,274,TRUE,10/16/17 13:43,R_3hxN7O8G0HOajBh,,,,,30.40499878,-91.1867981,anonymous,EN,715,",, ,",",,,",",,,",",,,",,1,,,,,,4,,3,,2,,,,,,,,,,3,,,1,,,,2,4,,,,,4,1,,,2,,,,,,,,3,,3,,,,1,,,,,,2,,,,,4,1
10/16/17 13:42,10/16/17 13:48,IP Address,130.39.235.42,100,315,TRUE,10/16/17 13:48,R_3j6QqLZW4K3X7xW,,,,,30.40499878,-91.1867981,anonymous,EN,716,",,,",",,,",",,, ",",,,",,,,2,,,,,1,,,,3,,4,,3,,2,,,,4,,,,1,,,,,,,3,,,,1,,,,4,,,,2,,,,,,,2,,,3,,,,1,,,,4,1
10/17/17 14:57,10/17/17 14:59,IP Address,130.39.235.42,100,161,TRUE,10/17/17 14:59,R_3001O4cR56kjtyx,,,,,30.40499878,-91.1867981,anonymous,EN,717,",,,",",,,",",,,"," ,,,",,,,,,4,,,3,,,1,2,,,,,,4,,2,,,,,,1,,,,,3,1,,,3,,,4,,,,,,,,2,,,3,,,,,,2,,1,,,,4,,,1
10/18/17 17:59,10/18/17 18:03,IP Address,130.39.235.72,100,254,TRUE,10/18/17 18:03,R_PvNDMonMbm1sPuh,,,,,30.40499878,-91.1867981,anonymous,EN,718,",,,",",,,"," ,,,",",,,",,,,,,1,,,2,,,3,4,,,,3,,,,2,,,,,,1,,,,,4,,3,4,,,,,,,1,,,,2,,,,,,1,,,3,2,,,,,,,4,,1
10/27/17 12:38,10/27/17 12:41,IP Address,130.39.235.48,100,178,TRUE,10/27/17 12:41,R_2YWzjBC1xLTMAx2,,,,,30.40499878,-91.1867981,anonymous,EN,719,",,,",",, ,",",,,",",,,",,,3,,,,,4,1,,,,2,,,,1,,,,,,,,,3,,,,4,2,,,,,3,2,,,,,,1,,,,,4,,4,,,,2,1,,,,,3,,,,,1
10/31/17 14:55,10/31/17 15:00,IP Address,130.39.235.108,100,271,TRUE,10/31/17 15:00,R_3QJDzpBCdQssTGz,,,,,30.40499878,-91.1867981,anonymous,EN,720,",,,",",,,",",, ,",",,,",,,,,1,,,,,,3,,,,2,4,,,4,1,,,,3,,,,,2,,,,,1,,,,2,,,,3,,4,,,,,1,,,,,,2,,4,,,,,3,,,1
11/20/17 13:36,11/20/17 13:40,IP Address,130.39.235.117,100,217,TRUE,11/20/17 13:40,R_3D7TBVdLk9V9XKY,,,,,30.40499878,-91.1867981,anonymous,EN,721,",,,",",, ,",",,,",",,,",,,,1,,,,4,3,,,,2,,,,,4,,,,1,,,,3,,,,2,,,,,3,,,,4,,,,,1,,,2,,4,,,,2,,,,,,3,,,,,1,1
11/21/17 14:39,11/21/17 14:43,IP Address,130.39.235.84,100,262,TRUE,11/21/17 14:43,R_UcPv0za3G0z3foJ,,,,,30.40499878,-91.1867981,anonymous,EN,722," ,,,",",,,",",,,",",,,",,,3,,,4,,,,1,,,,2,,,,,,,1,,,,,,2,3,,,,4,,,,2,,,4,,3,,,,1,,,,2,4,,,,,,3,,,,,,,1,,1
1/22/18 14:43,1/22/18 14:46,IP Address,130.39.235.39,100,173,TRUE,1/22/18 14:46,R_2U4LcdKgDYwUiZk,,,,,30.40499878,-91.1867981,anonymous,EN,724,",,,"," ,,,",",,,",",,,",,,,1,,,,4,3,,,,2,,,,,,,,,3,,,,1,,4,,2,,,4,3,,,,,1,,,,,,,,2,,,,2,,3,,,,,,4,,,,,1,1
1/23/18 15:15,1/23/18 15:22,IP Address,130.39.235.54,100,460,TRUE,1/23/18 15:22,R_3NQmvZLysDtSPPQ,,,,,30.40499878,-91.1867981,anonymous,EN,725,",,,",",,,",",,, ",",,,",,,,1,,,,4,2,,,,3,,,,,,,,2,,,,,,4,,,,3,1,,2,,,,3,,,,4,,1,,,,,1,,2,,,,4,,,,,,,3,,,1
1/24/18 11:15,1/24/18 11:21,IP Address,130.39.235.54,100,352,TRUE,1/24/18 11:21,R_1Li2wX1Qy25Lc2g,,,,,30.40499878,-91.1867981,anonymous,EN,726,",,,",",,,"," ,,,",",,,",,,,,,2,4,,3,,,,,1,,,,2,,4,,,,1,,,,,3,,,,,,4,,,,,,,1,,2,,,3,,2,,,,4,,,,,,3,,,,,1,1
1/24/18 16:34,1/24/18 16:38,IP Address,130.39.235.54,100,238,TRUE,1/24/18 16:38,R_bdbewd4kX9bg5Pz,,,,,30.40499878,-91.1867981,anonymous,EN,727,",,,",",,,",", ,,",",,,",,,,,1,,,,,,4,,,,2,3,,4,,,,,3,2,,,,1,,,,,4,,3,,,,,,,2,,,,1,,,,,,2,,3,,,4,,,,1,,,,1
1/24/18 16:34,1/24/18 16:42,IP Address,130.39.235.73,100,450,TRUE,1/24/18 16:42,R_3MR1E9Cp1SZWiTg,,,,,30.40499878,-91.1867981,anonymous,EN,728,",,,",",,,",",, ,",",,,",,,,1,,,,2,4,,,,3,,,,,,,,2,,,,,,4,,,,1,3,1,,2,,,,,,,3,,,,4,,,,2,,,,1,4,,,,,3,,,,,1
1/26/18 10:03,1/26/18 10:10,IP Address,130.39.235.73,100,413,TRUE,1/26/18 10:10,R_2CquVtl34Y5jvca,,,,,30.40499878,-91.1867981,anonymous,EN,729,",,,",",,,",",,,",",, ,",,,,1,,,,4,2,,,,3,,,,1,,4,,,,,,,,,3,,,2,,,,,,1,,4,,,,3,,,,,2,,4,,,,2,,,,3,,,,1,,,1
1/31/18 12:14,1/31/18 12:19,IP Address,130.39.235.124,100,275,TRUE,1/31/18 12:19,R_3HiCfTbGvVD8CdZ,,,,,30.40499878,-91.1867981,anonymous,EN,730,",,,",",,,"," ,,,",",,,",,,,,3,,,,,,1,,,,4,2,3,4,2,,,,,1,,,,,,,,,,,,4,,,,,,1,,2,,3,,,,,,,,4,1,,3,,,,2,,,,1
2/2/18 10:25,2/2/18 10:28,IP Address,130.39.235.124,100,177,TRUE,2/2/18 10:28,R_3nHk7mdDqoF3DGE,,,,,30.40499878,-91.1867981,anonymous,EN,731,",,,",",,,",",, ,",",,,",1,,,,3,,,,,,,,,,2,4,,3,,,,4,,,,,,1,,2,,,,,1,,,,4,,,3,2,,,,,,,,,3,,,,4,1,,,,2,,,,1
2/7/18 11:15,2/7/18 11:20,IP Address,130.39.235.121,100,312,TRUE,2/7/18 11:20,R_XiEiuc8y9viF8RP,,,,,30.40499878,-91.1867981,anonymous,EN,732,",, ,",",,,",",,,",",,,",,1,,,,2,,,,3,,,,4,,,,,2,,,,,4,,,,1,,,,3,,,,2,,,3,,1,,,,4,,,,1,,,,4,,,,,,2,,,,3,,1
2/27/18 15:08,2/27/18 15:12,IP Address,130.39.235.77,100,237,TRUE,2/27/18 15:12,R_DNuYZivPRzRTvsB,,,,,30.40499878,-91.1867981,anonymous,EN,733,",,,",",,,",",,,",", ,,",4,,,,,,2,,,,,,1,,3,,,,,3,,,,,,,4,2,,,,1,,,4,,,2,,3,1,,,,,,,,,1,,,3,,,,,2,,,,4,,,1
2/28/18 15:46,2/28/18 15:49,IP Address,130.39.235.77,100,165,TRUE,2/28/18 15:49,R_12lDNHii7cCaFw7,,,,,30.40499878,-91.1867981,anonymous,EN,734,",,,"," ,,,",",,,",",,,",,,4,,,2,,,,,,3,,1,,,4,2,,,,,,3,,1,,,,,,,,,,,4,,,,,,2,,,,3,1,,,,1,,,4,,2,,,,3,,,,1
3/2/18 15:58,3/2/18 16:01,IP Address,130.39.235.77,100,177,TRUE,3/2/18 16:01,R_3kuOdbwfZyIx1sy,,,,,30.40499878,-91.1867981,anonymous,EN,735,",,,",", ,,",",,,",",,,",,,1,,,,4,,,,3,,,,,2,,4,,,,1,,,,2,,,,3,,,,,,4,,,,3,2,,,,1,,,,3,,,,1,,,,,,,4,,,2,,1
3/23/18 12:35,3/23/18 12:38,IP Address,130.39.235.47,100,178,TRUE,3/23/18 12:38,R_2rDvIwzQfiQujDF,,,,,30.40499878,-91.1867981,anonymous,EN,736,",, ,",",,,",",,,",",,,",,,,,2,,,,,3,,,,4,,1,3,,,,,,,1,,,2,4,,,,,,2,,,,4,,,3,,,,1,,,,,,3,2,,,1,,,,,,,,4,,1
11/3/17 10:33,11/3/17 10:37,IP Address,130.39.235.60,100,217,TRUE,11/3/17 10:37,R_3RhjhoiEEWVmZEd,,,,,30.40499878,-91.1867981,anonymous,EN,900,",,,",",,,",",,,",",, ,",,2,3,,,,,1,,,,4,,,,,,,,,,,4,,2,,,,1,,3,,,,,4,1,,,,,,2,,,,,3,4,,,,,2,,,,3,,,,1,,,1
11/6/17 10:28,11/6/17 10:31,IP Address,130.39.235.60,100,179,TRUE,11/6/17 10:31,R_3oHiWTOfMQk2IWO,,,,,30.40499878,-91.1867981,anonymous,EN,901,",,,",",,,",",,,"," ,,,",,,,,,,1,,,,3,,,,4,2,4,,2,,3,,,1,,,,,,,,,,,,4,,3,,,2,,,,1,,,,,4,,,,,,,,1,,3,,2,,,1
11/6/17 13:22,11/6/17 13:26,IP Address,130.39.235.60,100,247,TRUE,11/6/17 13:26,R_1Cdzdj9pl7n2DXF,,,,,30.40499878,-91.1867981,anonymous,EN,902,",,,",",,,",",,,",",,, ",,,4,,1,,,,,,,,,,3,2,1,,,,,,2,,,,3,4,,,,,,,,2,,,,3,4,,,,1,,,,,3,,,,1,,,,4,,,,2,,,1
11/7/17 14:37,11/7/17 14:42,IP Address,130.39.235.108,100,252,TRUE,11/7/17 14:42,R_0TVFxWhmVhLUIKJ,,,,,30.40499878,-91.1867981,anonymous,EN,903,",,,",",, ,",",,,",",,,",1,,4,,,,,3,,,,,,2,,,,4,,2,,,1,,,3,,,,,,,,,,,1,,,,,,4,,,,3,2,,,,,,3,,,2,,,1,4,,,,1
11/7/17 14:33,11/7/17 14:35,IP Address,130.39.235.60,100,125,TRUE,11/7/17 14:35,R_T74gVZD3nWfBQnD,,,,,30.40499878,-91.1867981,anonymous,EN,904,",,,",",,,",",, ,",",,,",,,,,,1,,3,,,,,2,,4,,,,,2,4,,,,1,,3,,,,,,4,1,,,,,,,,3,,,,2,,,,,4,,,,1,,,,,3,,,,2,1
11/8/17 17:37,11/8/17 17:40,IP Address,130.39.235.108,100,151,TRUE,11/8/17 17:40,R_2flgwP63UOVkCk2,,,,,30.40499878,-91.1867981,anonymous,EN,905,",,,",", ,,",",,,",",,,",4,,,,2,,,,,,1,,,,,3,,4,1,,,,,,,2,,3,,,,,,,,1,,,,4,3,,,,2,,,,,,,,,4,1,,,,,,,3,2,,1
11/8/17 17:47,11/8/17 17:49,IP Address,130.39.235.60,100,113,TRUE,11/8/17 17:49,R_2CdG3Vv7QeGHhpD,,,,,30.40499878,-91.1867981,anonymous,EN,906,",,,",",,, ",",,,",",,,",,,,,,,3,4,2,,,1,,,,,,1,,,,2,,,,4,,,3,,,,1,,,2,4,,,,,,,,,,3,,,,2,,,,,,,,3,,,4,,1,1
11/9/17 17:43,11/9/17 17:48,IP Address,130.39.235.108,100,321,TRUE,11/9/17 17:48,R_3DovG0usmalnNzV,,,,,30.40499878,-91.1867981,anonymous,EN,907,",,,",",,, ",",,,",",,,",,,1,,,,,4,2,,3,,,,,,,,,1,,,,,,4,,2,,3,,,,4,,,3,,,,,,,,2,,,1,2,,,,,3,1,,,,,,,,4,,1
11/10/17 12:46,11/10/17 12:50,IP Address,130.39.235.108,100,220,TRUE,11/10/17 12:50,R_5p6pAWjvZtUEScN,,,,,30.40499878,-91.1867981,anonymous,EN,908,", ,,",",,,",",,,",",,,",,3,,,,1,,,,2,,4,,,,,,,4,,3,,,,,,1,,,,,2,1,,,,,,3,4,,,,,,,2,,,,,3,,,,,2,,,,1,4,,,1
11/10/17 12:45,11/10/17 12:48,IP Address,130.39.235.91,100,208,TRUE,11/10/17 12:48,R_240gPSdKmOUx1EK,,,,,30.40499878,-91.1867981,anonymous,EN,909,",,,",", ,,",",,,",",,,",,,,,,,,,,,1,,3,,4,2,,4,,,,,,,3,2,,1,,,,,4,,,1,2,,,3,,,,,,,,,,,3,,,4,2,,,,,,,1,,,1
11/13/17 13:31,11/13/17 13:34,IP Address,130.39.235.108,100,197,TRUE,11/13/17 13:34,R_3MAqCiCQZDglCyT,,,,,30.40499878,-91.1867981,anonymous,EN,910,",,,",",,,",",,,",", ,,",,,,1,,,4,2,3,,,,,,,,,3,,,,1,,,,,,4,2,,,,,,3,,2,,,,,,,,,,1,4,3,,,,,,,,,2,4,,,1,,,1
11/13/17 13:42,11/13/17 13:47,IP Address,130.39.235.60,100,271,TRUE,11/13/17 13:47,R_1eXobZ0evfbKlWX,,,,,30.40499878,-91.1867981,anonymous,EN,911,",,,"," ,,,",",,,",",,,",,,,,,3,,,1,,,4,2,,,,,4,3,,,,,,,1,,,,,,2,,,,2,4,,1,,,,3,,,,,,1,,,,,,,3,,,,,,4,2,,1
11/14/17 14:31,11/14/17 14:33,IP Address,130.39.235.60,100,174,TRUE,11/14/17 14:33,R_1DORrIyqdCqv0Rf,,,,,30.40499878,-91.1867981,anonymous,EN,912,",,, ",",,,",",,,",",,,",,2,,,,,,3,,4,,,,1,,,,,,4,,,3,,2,,,,1,,,,,,,,4,,,,,,1,,,,2,3,3,,1,,,2,,,,,,4,,,,,1
11/15/17 17:32,11/15/17 17:34,IP Address,130.39.235.66,100,157,TRUE,11/15/17 17:34,R_3fH3D5qqEghzzhF,,,,,30.40499878,-91.1867981,anonymous,EN,913,",,,",",,,",",,,",",, ,",,4,2,,,,,,,,1,,3,,,,,,,,4,,,1,,,,,,2,,3,4,,,2,,,3,,1,,,,,,,,,,,,,2,,,,3,,4,,,1,,1
11/15/17 17:30,11/15/17 17:33,IP Address,130.39.235.108,100,157,TRUE,11/15/17 17:33,R_3MEUuqdwDBgP76e,,,,,30.40499878,-91.1867981,anonymous,EN,914,",,,",",,,"," ,,,",",,,",,,,3,,,,4,1,,,,2,,,,2,,,,,,1,,,,,,,4,3,,,2,3,,,4,,,,1,,,,,,,,,,,1,,,,,,2,3,,,,4,1
11/16/17 17:34,11/16/17 17:40,IP Address,130.39.235.108,100,332,TRUE,11/16/17 17:40,R_2zJ7BNOpARaxKiL,,,,,30.40499878,-91.1867981,anonymous,EN,915,",, ,",",,,",",,,",",,,",,1,,,,,,,,3,,,2,,4,,,,,,2,,,,,,3,4,,,,1,,,,1,,,,2,4,,,,,3,,,3,,1,,,4,2,,,,,,,,,,1
11/16/17 17:37,11/16/17 17:41,IP Address,130.39.235.66,100,214,TRUE,11/16/17 17:41,R_1Fg58srKTwRN8bm,,,,,30.40499878,-91.1867981,anonymous,EN,916,",,, ",",,,",",,,",",,,",,3,,,,1,,,,4,,,,2,,,,,,2,,,,1,4,,,,3,,,,,,,,3,,4,,,,1,,,,,2,3,,2,,,,,,,,,4,,,1,,1
1/24/18 11:15,1/24/18 11:19,IP Address,130.39.235.73,100,258,TRUE,1/24/18 11:19,R_3kMyFx6ZNFkCxXI,,,,,30.40499878,-91.1867981,anonymous,EN,917,",,,",",,,",",, ,",",,,",,,,2,,,,3,4,,,,1,,,,2,,,,,4,3,,,,,1,,,,,,2,,,,,,,,3,,,,1,4,,,,4,,1,,,,,,2,,,,,3,1
1/26/18 10:02,1/26/18 10:06,IP Address,130.39.235.124,100,231,TRUE,1/26/18 10:06,R_1ewvouKCeOYi1tE,,,,,30.40499878,-91.1867981,anonymous,EN,918,",,,",",,,",",,,",", ,,",4,,,,2,,,,,,,,,,3,1,,,2,,,,,3,,,1,,,4,,,,,,1,,,3,,,,,2,4,,,,,1,,,,3,,,4,2,,,,,,,1
2/1/18 15:23,2/1/18 15:27,IP Address,130.39.235.124,100,238,TRUE,2/1/18 15:27,R_WB4fAkDMNgc07WV,,,,,30.40499878,-91.1867981,anonymous,EN,919,",,,"," ,,,",",,,",",,,",,,,,4,,,,3,,,2,1,,,,3,,,,,,,,,1,4,,,,,2,,1,,2,,,4,3,,,,,,,,,,,3,,,1,,,,,,,,2,4,,1
2/6/18 16:54,2/6/18 16:59,IP Address,130.39.235.121,100,282,TRUE,2/6/18 16:59,R_2fbuUFiDgssSFI5,,,,,30.40499878,-91.1867981,anonymous,EN,920,",,,",",,,",",,, ",",,,",1,,,,,,2,,,,,3,,,4,,,1,2,,,,,3,,,4,,,,,,,,,,2,,,,,4,,,,1,,3,,,,2,,3,,,1,,,,4,,,,1
2/7/18 15:35,2/7/18 15:39,IP Address,130.39.235.121,100,260,TRUE,2/7/18 15:39,R_1Ffx1lBk8VB5dM8,,,,,30.40499878,-91.1867981,anonymous,EN,921,",,,",",,,",",,,",", ,,",,,,2,,4,,,3,,,,1,,,,4,,,,,,2,,,,3,1,,,,,,,,,2,,,4,,,,,,,3,1,,1,3,,,,,,,2,,,,4,,,1
2/7/18 15:30,2/7/18 15:39,IP Address,130.39.235.91,100,513,TRUE,2/7/18 15:39,R_25QoYsYLHGaEyek,,,,,30.40499878,-91.1867981,anonymous,EN,922,",,,",",,,"," ,,,",",,,",3,,,,1,,,,,,,,,,4,2,,,,3,,,,2,,,1,4,,,,,,,3,,,,4,,,1,,,,2,,,,2,,,,1,,,4,,,,3,,,,1
2/9/18 10:27,2/9/18 10:29,IP Address,130.39.235.40,100,117,TRUE,2/9/18 10:29,R_x5BYS4ZXz7ndYBj,,,,,30.40499878,-91.1867981,anonymous,EN,923,",,,"," ,,,",",,,",",,,",,,,,2,3,,,,,4,,,,,1,,,3,,,,2,4,,1,,,,,,,4,,,1,,,,,2,,,,,,3,,,4,,,,,,,,,,3,2,1,,,1
2/14/18 13:31,2/14/18 13:35,IP Address,130.39.235.40,100,236,TRUE,2/14/18 13:35,R_3P5zMQrWkFQpBUd,,,,,30.40499878,-91.1867981,anonymous,EN,924,",,,",",,,",",,,"," ,,,",,,,2,,4,,,3,,,,1,,,,,,2,,,,1,,,,,4,,,3,,3,,,,4,,,,,,1,,,,,2,,3,,,,,,4,,1,,,,2,,,1
2/14/18 15:36,2/14/18 15:41,IP Address,130.39.235.40,100,279,TRUE,2/14/18 15:41,R_1K6GA0dnqeUotdF,,,,,30.40499878,-91.1867981,anonymous,EN,925,",,,",",,,",",,,",",,, ",,,,,4,,3,,,,1,,,,,2,,,,2,,,,4,1,,,,3,,,,2,,4,,,,,,,,,3,,,1,,,1,,,,2,,,,4,,,,3,,,1
2/14/18 15:34,2/14/18 15:41,IP Address,130.39.235.80,100,439,TRUE,2/14/18 15:41,R_Btdpzd9P3BgO5tT,,,,,30.40499878,-91.1867981,anonymous,EN,926,",,,",", ,,",",,,",",,,",,,,2,,,4,1,,,,,3,,,,,,1,,3,4,,,,2,,,,,,,,4,,,,,,,3,,,1,,,2,,2,,,,,,,,,,1,,,4,,3,1
2/15/18 14:56,2/15/18 14:58,IP Address,130.39.235.80,100,120,TRUE,2/15/18 14:58,R_57Shy0g626kwDbr,,,,,30.40499878,-91.1867981,anonymous,EN,927,",,,",",,,"," ,,,",",,,",,,,3,,4,2,,,,,1,,,,,,,,,3,,,,,,2,,,,4,1,,,2,,,,,,4,1,,,3,,,,1,2,,,,,,4,,,,,,3,,,1
2/15/18 15:00,2/15/18 15:05,IP Address,130.39.235.40,100,281,TRUE,2/15/18 15:05,R_uymLSf1d896mlcl,,,,,30.40499878,-91.1867981,anonymous,EN,928,",,,",",,,",", ,,",",,,",,,,,2,,,,,,1,4,,,,3,,4,,,,3,,2,,,,,1,,,,,,,,,,3,,,2,,,,1,4,,1,,3,2,,,,,4,,,,,,,,1
2/16/18 10:40,2/16/18 10:44,IP Address,130.39.235.40,100,217,TRUE,2/16/18 10:44,R_2CB0nLl1r9lH7Ts,,,,,30.40499878,-91.1867981,anonymous,EN,929,",,,",",,,",",,, ",",,,",,3,,,,,,4,,,,2,,,1,,,,,,3,,4,,,,1,,,,,2,1,,3,,,,,,,4,,,,2,,,,,,2,,4,,,3,,,,1,,,,1
2/16/18 10:40,2/16/18 10:43,IP Address,130.39.235.80,100,161,TRUE,2/16/18 10:43,R_27HXqNnuDwhkQyR,,,,,30.40499878,-91.1867981,anonymous,EN,930,",,,",",,,",",, ,",",,,",,,,,1,,,,,,4,,,,2,3,,,,2,,,,3,4,,,,1,,,,,4,,,,2,,,,3,,,,1,,,4,,1,,,,2,,,,,3,,,,,1
2/20/18 14:24,2/20/18 14:25,IP Address,130.39.235.124,100,55,TRUE,2/20/18 14:25,R_2QPtixSJgm6Slhr,,,,,30.40499878,-91.1867981,anonymous,EN,931,", ,,",",,,",",,,",",,,",,,,,,1,4,,,2,,,,,3,,,,,4,,,,3,2,,,,,1,,,2,,,,1,,,,,,,4,,,,3,,2,1,,,,,,,,3,,4,,,,1
2/20/18 14:28,2/20/18 14:33,IP Address,130.39.235.125,100,332,TRUE,2/20/18 14:33,R_A0PgJDj7xSxzg0F,,,,,30.40499878,-91.1867981,anonymous,EN,932,",,,",",, ,",",,,",",,,",3,,1,,,,2,,4,,,,,,,,,,,1,,,,2,,3,,4,,,,,,2,,,,3,,,,,,,4,1,,,,,,,2,,,,,,3,,,,1,4,1
2/21/18 11:00,2/21/18 11:03,IP Address,130.39.235.40,100,153,TRUE,2/21/18 11:03,R_1Lh9K6Ipu9IavEm,,,,,30.40499878,-91.1867981,anonymous,EN,933,",,,",",,,",",,, ",",,,",,,,1,2,,,,,,,,,,3,4,2,,1,,,,,,3,,,,4,,,,,1,,,,2,,,,4,,,,3,,,,,,,,,2,1,,,3,4,,,,,1
2/22/18 15:06,2/22/18 15:10,IP Address,130.39.235.80,100,236,TRUE,2/22/18 15:10,R_2CdFjL2R7vm3ejf,,,,,30.40499878,-91.1867981,anonymous,EN,934,",,,"," ,,,",",,,",",,,",,,,,4,,2,,,,3,,,,,1,2,,4,,,,,,,1,,,,3,,,,4,,1,,,,3,2,,,,,,,,,,,,,3,,,,,,4,2,,1,,1
2/22/18 15:03,2/22/18 15:09,IP Address,130.39.235.40,100,368,TRUE,2/22/18 15:09,R_1pQipBhutiaTojQ,,,,,30.40499878,-91.1867981,anonymous,EN,935,",,, ",",,,",",,,",",,,",,,2,,,3,,,,4,,,,1,,,,1,,,,,3,,,,,4,,,2,,3,,,,4,,,,,,1,,,,,2,,,,2,,,,3,1,,,,4,,,,1
